target	regulator	condition	weight
SYAP1	TES	CD8_exhausted	-0.017837
SYF2	ARL5A	CD8_exhausted	-0.0079505
SYF2	CDC37L1	CD8_exhausted	-0.00046715
SYF2	EP300	Macrophages	0.0010727
SYF2	GTF2E2	Macrophages	2.5316e-05
SYF2	MAEA	CD8_exhausted	-0.0014648
SYF2	PNRC2	Macrophages	0.015341
SYF2	SDCBP	CD8_exhausted	-7.1372e-05
SYNCRIP	COMMD2	Macrophages	0.011716
SYNCRIP	DYNLT3	CD8_exhausted	-0.023575
SYNCRIP	ENY2	CD8_exhausted	-0.0074926
SYNCRIP	PAG1	CD8_exhausted	-0.00024057
SYNCRIP	USP33	Macrophages	0.0074797
SYNE1	AKAP17A	CD8_exhausted	-0.00010368
SYNE1	CYB5R3	CD8_exhausted	-0.0045525
SYNE1	MIA3	Macrophages	0.016642
SYNE1	NCBP3	Macrophages	0.00026606
SYNE1	NFYC	CD8_exhausted	-0.0054221
SYNE1	PPP4C	CD8_exhausted	-0.00044482
SYNE1	RAB5B	CD8_exhausted	-0.0014074
SYNE2	EIF2S1	Macrophages	0.0014974
SYNE2	HMGN3	CD8_exhausted	-0.0011999
SYNE2	VAMP8	CD8_exhausted	-0.0026447
SYNGR2	ATP6V1D	CD8_exhausted	-0.015419
SYNGR2	EIF2A	CD8_exhausted	-0.006218
SYNGR2	NAPA	Macrophages	3.7775e-05
SYNRG	SECISBP2	CD8_exhausted	-0.00019237
SYPL1	HSPA4	CD8_exhausted	-0.0017653
SYPL1	HSPA5	CD8_exhausted	-6.2957e-05
SYPL1	STIP1	CD8_exhausted	-0.0013752
SYPL1	TMEM167B	Macrophages	0.0061073
SYPL1	UPF2	CD8_exhausted	-5.9578e-05
SYT11	ARIH1	CD8_exhausted	-0.00051005
SYT11	COPB1	Macrophages	7.6457e-05
SYT11	CWC22	CD8_exhausted	-0.0031318
SYT11	FYTTD1	Macrophages	0.0035905
SYT11	GNLY	Macrophages	0.0043926
SYT11	MAZ	CD8_exhausted	-1.1574e-05
SYT11	MBP	Macrophages	0.0061907
SYT11	SENP6	CD8_exhausted	-0.0013321
SYT11	VPS37B	CD8_exhausted	-0.0015469
SYTL2	ALOX5AP	Macrophages	0.0060737
SYTL2	RPS6KB2	Macrophages	0.0005314
SYTL2	TMED3	Macrophages	0.018265
SYTL3	C15ORF57	CD8_exhausted	-0.026331
SYTL3	CCNDBP1	Macrophages	0.00089806
SYTL3	GON4L	Macrophages	0.001614
SYTL3	NDEL1	CD8_exhausted	-0.0023822
SZRD1	ADI1	Macrophages	0.019784
SZRD1	EFHD2	CD8_exhausted	-0.00084434
SZRD1	KAT6A	CD8_exhausted	-0.0018127
SZRD1	MRPL50	Macrophages	7.7974e-07
SZRD1	TBK1	Macrophages	0.00048363
SZRD1	TMEM259	CD8_exhausted	-0.027168
TAB2	BAZ2A	Macrophages	0.023861
TAB2	MALT1	CD8_exhausted	-0.00040179
TAB2	NR3C1	CD8_exhausted	-0.00052851
TAB2	PDCL3	CD8_exhausted	-0.00013168
TAB2	POLR2G	Macrophages	0.00055829
TAB2	PPP1R16B	CD8_exhausted	-0.0014674
TAB2	PTPN1	CD8_exhausted	-0.005275
TAB2	RHOT2	Macrophages	0.0022436
TAB2	STIP1	Macrophages	0.0061843
TAB2	TAPBP	CD8_exhausted	-0.0024149
TACC1	ARL6IP6	CD8_exhausted	-0.00036305
TACC1	EMC4	Macrophages	0.039292
TACC1	MBP	CD8_exhausted	-0.0022857
TACC1	SBNO1	CD8_exhausted	-1.5613e-05
TADA3	AC090498.1	Macrophages	0.00012662
TADA3	CCDC82	Macrophages	0.00013386
TADA3	GCC2	CD8_exhausted	-0.028338
TADA3	OST4	CD8_exhausted	-0.0085518
TADA3	PHF11	Macrophages	0.00077469
TADA3	SLC3A2	Macrophages	0.00041926
TADA3	SMIM15	Macrophages	0.016887
TADA3	TIMM8B	CD8_exhausted	-0.015614
TADA3	XRN1	Macrophages	0.00023963
TAF12	CIRBP	CD8_exhausted	-0.00024831
TAF12	ISG20L2	CD8_exhausted	-0.0022299
TAF12	KDM5A	CD8_exhausted	-5.0252e-05
TAF12	MZT2B	CD8_exhausted	-0.020236
TAF12	SND1	Macrophages	0.0038193
TAF12	SYAP1	CD8_exhausted	-0.00012086
TAF15	ACLY	CD8_exhausted	-0.018008
TAF15	ADH5	CD8_exhausted	-0.0023952
TAF15	HNRNPK	CD8_exhausted	-7.3129e-05
TAF15	ITGB1	CD8_exhausted	-0.0002904
TAF15	MGRN1	Macrophages	0.00094606
TAF15	PGD	CD8_exhausted	-0.022591
TAF15	RANBP2	Macrophages	0.023513
TAF15	RBL2	CD8_exhausted	-0.0060912
TAF15	SNU13	Macrophages	0.020954
TAF1D	EMC8	CD8_exhausted	-0.00013319
TAF1D	MAGOH	Macrophages	0.017238
TAF1D	PDE4DIP	CD8_exhausted	-0.0031991
TAF3	BLOC1S2	CD8_exhausted	-0.010301
TAF3	GOSR1	CD8_exhausted	-0.0072294
TAF3	GPS1	Macrophages	3.5145e-05
TAF3	NIPA2	Macrophages	0.0026329
TAF3	TMEM50B	Macrophages	1.5486e-05
TAF3	TRPC4AP	Macrophages	0.010609
TAF7	CYFIP2	Macrophages	0.0081803
TAF9	BUB3	CD8_exhausted	-1.1471e-05
TAF9	C7ORF73	CD8_exhausted	-6.2153e-05
TAF9	CAMTA1	CD8_exhausted	-0.0030051
TAF9	PHF20	Macrophages	0.0023616
TAGAP	LSM14A	Macrophages	4.4959e-06
TAGAP	MARS	Macrophages	0.0038298
TAGAP	NSL1	Macrophages	2.9225e-06
TAGLN2	MTIF3	CD8_exhausted	-0.0024749
TAGLN2	NDUFB1	Macrophages	0.0011063
TAGLN2	OGDH	CD8_exhausted	-0.0031661
TAGLN2	RAP2B	CD8_exhausted	-0.00019646
TAGLN2	UBE2L3	CD8_exhausted	-0.00038733
TANK	ARRB2	Macrophages	0.0014062
TANK	LDHB	CD8_exhausted	-0.0046453
TANK	NCBP2	CD8_exhausted	-0.002116
TANK	PLK3	CD8_exhausted	-0.00024186
TANK	PPIH	Macrophages	1.8959e-05
TANK	RBM33	CD8_exhausted	-0.0038238
TANK	STRAP	Macrophages	0.015163
TAOK3	HELZ	Macrophages	0.0063741
TAOK3	LRPAP1	CD8_exhausted	-1.7425e-05
TAOK3	MVD	Macrophages	0.0019609
TAOK3	TFG	Macrophages	0.0094519
TAP1	ARFGAP2	CD8_exhausted	-0.025214
TAP1	ARGLU1	Macrophages	0.00018307
TAP1	ATP6AP1	Macrophages	0.00053169
TAP1	FLII	Macrophages	0.0067275
TAP1	MRPL28	CD8_exhausted	-0.0023833
TAP1	PQBP1	CD8_exhausted	-0.00013286
TAP1	STT3A	Macrophages	0.00027994
TAPBP	SF3B2	CD8_exhausted	-0.00020188
TAPBP	SND1	Macrophages	0.01351
TAPBP	TAB2	CD8_exhausted	-0.0024149
TAPBP	TMEM87A	Macrophages	0.012878
TAPBP	UPF2	CD8_exhausted	-0.00031772
TARS	AAMP	Macrophages	0.0019849
TARS	CSNK1A1	CD8_exhausted	-0.00056352
TARS	GSPT1	CD8_exhausted	-1.9886e-05
TARS	MRPS24	CD8_exhausted	-1.8623e-05
TARS	STUB1	Macrophages	0.0044094
TAX1BP1	AIM1	CD8_exhausted	-0.021074
TAX1BP1	ARF4	CD8_exhausted	-8.786e-06
TAX1BP1	CDK2AP2	CD8_exhausted	-0.00092542
TAX1BP1	CNOT4	Macrophages	1.5315e-05
TAX1BP1	NGLY1	Macrophages	3.2379e-05
TAX1BP1	SHC1	Macrophages	7.0358e-06
TBC1D10C	DDX23	CD8_exhausted	-1.3288e-05
TBC1D10C	ITK	Macrophages	0.00083295
TBC1D4	CTSB	CD8_exhausted	-1.0148e-05
TBC1D4	MRPL33	Macrophages	0.00019535
TBC1D9B	ATXN2L	Macrophages	0.032775
TBC1D9B	COMMD1	CD8_exhausted	-0.038804
TBC1D9B	DDX6	Macrophages	0.0024409
TBC1D9B	ZNF131	Macrophages	0.0080488
TBCA	C14ORF1	Macrophages	3.4e-05
TBCA	CCDC47	Macrophages	0.00056877
TBCA	CCSER2	Macrophages	0.00093832
TBCA	EMC4	CD8_exhausted	-0.0024342
TBCA	KLHL28	Macrophages	0.00055669
TBCA	MAP2K1	Macrophages	0.0003956
TBCA	ORAI1	Macrophages	0.0095917
TBCA	RAB35	CD8_exhausted	-0.039314
TBCA	SF3B4	Macrophages	0.010104
TBCB	C16ORF13	CD8_exhausted	-0.011145
TBCB	PRPF4B	Macrophages	0.005976
TBCC	AKAP17A	CD8_exhausted	-0.002874
TBCC	ASNSD1	CD8_exhausted	-1.67e-06
TBCC	CCPG1	CD8_exhausted	-0.0093005
TBCC	CD164	CD8_exhausted	-0.00010695
TBCC	CEBPZ	CD8_exhausted	-0.00031778
TBCC	PHTF2	CD8_exhausted	-0.018836
TBCC	PSMB2	Macrophages	0.0011001
TBCC	RBM6	Macrophages	0.034144
TBCC	TM2D3	Macrophages	0.0149
TBK1	AHNAK	Macrophages	0.0011055
TBK1	ATP5F1	Macrophages	0.0011698
TBK1	CORO1B	Macrophages	3.8935e-05
TBK1	ELF1	Macrophages	0.0063386
TBK1	MTERF4	CD8_exhausted	-0.016487
TBK1	OPTN	Macrophages	0.00022775
TBK1	OSTF1	Macrophages	0.015324
TBK1	RANBP3	CD8_exhausted	-0.012096
TBK1	SMARCC2	Macrophages	1.1577e-06
TBK1	SZRD1	Macrophages	0.00048363
TBK1	TIMM8B	Macrophages	9.9782e-05
TBK1	TMEM165	CD8_exhausted	-0.013779
TBK1	TNIP1	CD8_exhausted	-0.012171
TBPL1	ANKRD49	CD8_exhausted	-2.0917e-05
TBPL1	RBM42	CD8_exhausted	-3.4653e-05
TBPL1	RGCC	CD8_exhausted	-0.00023712
TBRG1	CERS2	Macrophages	0.0075099
TBRG1	DCTN2	CD8_exhausted	-1.7284e-05
TBRG1	TTC3	Macrophages	2.8778e-05
TBRG4	AFTPH	CD8_exhausted	-3.6923e-05
TBRG4	C17ORF49	CD8_exhausted	-4.0075e-05
TBRG4	DUSP11	Macrophages	0.011112
TBRG4	EPN1	Macrophages	0.048209
TBRG4	FDX1	CD8_exhausted	-4.7386e-05
TBRG4	GARS	CD8_exhausted	-8.2641e-06
TBRG4	INTS10	CD8_exhausted	-0.00055938
TBRG4	KIF2A	CD8_exhausted	-0.00023935
TBRG4	LAG3	CD8_exhausted	-0.00010808
TBRG4	POLR2K	CD8_exhausted	-0.00051964
TBRG4	PREB	CD8_exhausted	-0.011913
TBRG4	RBBP7	CD8_exhausted	-0.00095807
TBRG4	SLC38A10	CD8_exhausted	-0.00010778
TC2N	NDUFB5	CD8_exhausted	-0.00040913
TC2N	PQBP1	CD8_exhausted	-0.0001851
TC2N	SEC13	Macrophages	0.0074925
TCEA1	ACLY	CD8_exhausted	-2.7522e-05
TCEA1	DUSP11	CD8_exhausted	-0.00016421
TCEA1	MED31	CD8_exhausted	-0.00037718
TCEA1	NUDT5	CD8_exhausted	-0.00034641
TCEA1	SIRT2	Macrophages	0.013849
TCEA1	VPS51	Macrophages	0.0056116
TCEB1	NASP	CD8_exhausted	-0.00013948
TCEB1	RHOA	CD8_exhausted	-0.0058701
TCEB1	TSC22D4	Macrophages	0.00056141
TCEB2	COPB1	Macrophages	3.4943e-06
TCEB2	LRPAP1	Macrophages	0.0042383
TCEB2	RPS20	CD8_exhausted	-7.492e-05
TCERG1	BAK1	CD8_exhausted	-2.9023e-05
TCERG1	EIF3H	CD8_exhausted	-7.4414e-05
TCERG1	GTF3C1	Macrophages	0.00017849
TCERG1	NFU1	CD8_exhausted	-0.00094195
TCERG1	PITHD1	Macrophages	0.011313
TCERG1	UBXN4	Macrophages	0.0042333
TCERG1	UHMK1	CD8_exhausted	-0.00015273
TCF25	ADH5	CD8_exhausted	-0.0047385
TCF25	DCP1A	Macrophages	0.0115
TCF25	GGNBP2	CD8_exhausted	-8.9455e-05
TCF25	ITGA4	CD8_exhausted	-0.030067
TCF25	LAG3	Macrophages	0.0015106
TCF25	LSM1	Macrophages	0.00036219
TCF25	PLEKHA2	Macrophages	0.00051561
TCF25	PPID	Macrophages	0.010364
TCF25	PSMA7	Macrophages	0.00023567
TCF25	TMOD3	CD8_exhausted	-0.0033879
TCF25	U2AF1L4	CD8_exhausted	-0.00090783
TCIRG1	CBWD2	CD8_exhausted	-0.0087441
TCIRG1	CDK2AP2	Macrophages	0.0084277
TCIRG1	EP300	Macrophages	0.0057828
TCIRG1	SPNS1	CD8_exhausted	-0.00014549
TCP1	RBM18	Macrophages	0.0062593
TCP1	SARS	Macrophages	0.0016546
TDG	CDV3	Macrophages	0.015005
TDG	CPSF6	Macrophages	0.00017627
TDG	MARCH5	Macrophages	0.0058473
TDG	UBE3A	CD8_exhausted	-0.043942
TDP2	ATF2	CD8_exhausted	-0.0089731
TDP2	COX19	Macrophages	0.0031058
TDP2	FAM134C	CD8_exhausted	-0.003018
TDP2	LAPTM5	Macrophages	3.2679e-07
TDP2	MAEA	CD8_exhausted	-0.02946
TDP2	MARCH5	Macrophages	0.0042357
TDP2	MRPS16	Macrophages	0.0013392
TDP2	PSMB4	Macrophages	0.0033012
TDP2	TMEM50A	Macrophages	0.00011774
TDP2	XRN1	CD8_exhausted	-0.003425
TDP2	ZNRD1	Macrophages	9.5617e-05
TECR	CD2BP2	Macrophages	0.018578
TECR	COPS5	CD8_exhausted	-2.2748e-05
TECR	CSNK2B	CD8_exhausted	-0.0007247
TECR	CYB5R4	Macrophages	1.2008e-05
TECR	GRAP2	CD8_exhausted	-3.6076e-05
TECR	KTN1	CD8_exhausted	-0.020159
TECR	TSPYL1	CD8_exhausted	-0.00013899
TECR	VPS4B	CD8_exhausted	-2.0301e-05
TERF1	ARID4A	Macrophages	0.011637
TERF1	ASCC2	CD8_exhausted	-0.034576
TERF1	LIMA1	CD8_exhausted	-1.1922e-06
TERF1	LRBA	CD8_exhausted	-0.00094779
TERF1	POLR2J	Macrophages	0.0055574
TERF1	POLR3E	CD8_exhausted	-0.0080313
TERF2IP	CNOT2	CD8_exhausted	-0.015565
TERF2IP	MRPS34	Macrophages	9.9931e-05
TERF2IP	SDF2	CD8_exhausted	-0.0010998
TES	CRTAP	Macrophages	0.0091217
TES	MYADM	Macrophages	0.011138
TES	PARP14	Macrophages	0.01267
TES	PCGF5	Macrophages	0.00056655
TES	S100A10	Macrophages	0.0025063
TES	SYAP1	CD8_exhausted	-0.017837
TESC	DRAP1	CD8_exhausted	-0.0056828
TESC	GATAD2B	Macrophages	0.010341
TESC	GRHPR	CD8_exhausted	-0.0057656
TESC	IP6K2	Macrophages	0.00058511
TESC	PRELID1	CD8_exhausted	-0.0015824
TESC	RAD23B	Macrophages	0.0063702
TESC	RBBP4	CD8_exhausted	-0.005012
TESC	RNF126	CD8_exhausted	-0.012954
TESC	RPAIN	Macrophages	0.0048263
TESC	YIPF3	CD8_exhausted	-0.000174
TEX264	AES	CD8_exhausted	-9.0103e-06
TEX264	ARPC1B	CD8_exhausted	-1.181e-07
TEX264	CASC3	Macrophages	0.010787
TEX264	DDX23	CD8_exhausted	-0.0053232
TEX264	KRT10	Macrophages	0.007221
TEX264	MED30	Macrophages	0.0075442
TEX264	PDIA6	CD8_exhausted	-0.03266
TFAM	MRPS35	CD8_exhausted	-0.0010057
TFAM	POLR2C	CD8_exhausted	-0.026269
TFAM	PSMC4	Macrophages	0.025844
TFAM	RASSF1	CD8_exhausted	-0.00055132
TFG	DDX3X	CD8_exhausted	-0.001374
TFG	FAM208A	Macrophages	0.001698
TFG	MBD1	Macrophages	0.0088167
TFG	TAOK3	Macrophages	0.0094519
TFG	UBE2G2	CD8_exhausted	-0.0077819
TGFB1	ISOC1	CD8_exhausted	-0.0013287
TGFB1	RAB1A	Macrophages	0.0024237
TGFB1	SPSB3	Macrophages	0.00032925
TGFB1	USP48	Macrophages	0.00028677
TGFB1	YY1	CD8_exhausted	-0.02035
TGFBR2	PPP1R10	CD8_exhausted	-0.0002599
TGFBR2	RPS19BP1	Macrophages	0.00092261
TGIF1	ALKBH7	CD8_exhausted	-0.010932
TGIF1	HP1BP3	CD8_exhausted	-0.00084906
TGIF1	LSM1	CD8_exhausted	-0.048867
TGIF1	MGAT2	Macrophages	0.037112
TGIF1	MT-CO2	Macrophages	2.9263e-05
TGIF1	TMEM160	Macrophages	0.0034835
TGIF1	ZDHHC12	Macrophages	0.00031287
TGOLN2	ATP6V0B	CD8_exhausted	-0.00062389
TGOLN2	CDK12	Macrophages	0.020284
TGOLN2	PML	CD8_exhausted	-0.023332
TGOLN2	PPWD1	CD8_exhausted	-0.030711
TGOLN2	RBBP7	Macrophages	0.001121
TGOLN2	SPOP	Macrophages	0.0012687
TGOLN2	TMEM263	Macrophages	0.0098562
TGS1	ALDOA	CD8_exhausted	-0.00058611
TGS1	APMAP	Macrophages	4.3725e-05
TGS1	DEGS1	CD8_exhausted	-0.014089
THAP4	BAZ1A	Macrophages	0.00030312
THAP4	NOP56	CD8_exhausted	-0.00081184
THAP4	USP8	Macrophages	2.2309e-05
THAP7	CCDC82	Macrophages	4.3081e-06
THAP7	RFC1	CD8_exhausted	-0.010378
THOC2	ABRACL	Macrophages	8.9006e-05
THOC2	AHR	Macrophages	0.0011228
THOC2	DR1	Macrophages	0.0051309
THOC2	GPX4	Macrophages	4.2727e-05
THOC2	IST1	CD8_exhausted	-0.0058503
THOC2	LYAR	CD8_exhausted	-0.0085167
THOC2	M6PR	CD8_exhausted	-0.031905
THOC2	MAEA	CD8_exhausted	-0.0023482
THOC2	NAPA	Macrophages	8.2139e-05
THOC2	NUTM2B-AS1	Macrophages	0.035516
THOC2	SART3	Macrophages	0.00011385
THOC2	THUMPD1	CD8_exhausted	-0.041895
THOC3	NDUFA11	CD8_exhausted	-0.00039476
THOC7	DRG1	CD8_exhausted	-0.0023275
THOC7	EIF1B	Macrophages	0.014278
THOC7	IFNAR2	Macrophages	0.0050262
THOC7	SECISBP2L	CD8_exhausted	-0.011448
THRAP3	CCND2	CD8_exhausted	-0.0021229
THRAP3	DIABLO	Macrophages	0.0001391
THRAP3	GIGYF2	CD8_exhausted	-0.018592
THRAP3	P2RY8	Macrophages	0.0027422
THRAP3	PHTF2	CD8_exhausted	-0.011402
THRAP3	PPP1R10	Macrophages	0.0022888
THRAP3	SMARCA5	CD8_exhausted	-0.0003278
THRAP3	ZNF622	Macrophages	0.00021208
THUMPD1	ANKRD49	Macrophages	0.0031199
THUMPD1	B4GALT3	Macrophages	9.2835e-05
THUMPD1	CITED2	Macrophages	0.0096002
THUMPD1	LARS	Macrophages	0.021405
THUMPD1	PSMB8-AS1	Macrophages	1.5553e-05
THUMPD1	SPPL2A	Macrophages	3.7072e-05
THUMPD1	THOC2	CD8_exhausted	-0.041895
THUMPD1	TLN1	CD8_exhausted	-0.005037
THUMPD3-AS1	BST2	Macrophages	0.0012195
THUMPD3-AS1	KLF6	CD8_exhausted	-0.00016465
THUMPD3-AS1	NPEPPS	Macrophages	0.0053964
THYN1	CHMP1A	Macrophages	0.0058008
THYN1	NDUFA2	CD8_exhausted	-0.0047495
THYN1	USP16	CD8_exhausted	-0.0037735
TIA1	CAMLG	CD8_exhausted	-0.0074443
TIA1	ELF1	Macrophages	0.0004782
TIA1	HIGD2A	CD8_exhausted	-0.00020645
TIA1	SRP68	CD8_exhausted	-4.0666e-05
TIA1	SUPT7L	Macrophages	0.013202
TIA1	USP22	Macrophages	0.00012347
TIAL1	CXCR3	CD8_exhausted	-0.0040714
TIAL1	DLST	CD8_exhausted	-0.0029046
TIAL1	GOLT1B	Macrophages	4.8553e-05
TIAL1	MRPL57	CD8_exhausted	-0.0058312
TIAL1	RAB27A	Macrophages	0.0036158
TIGIT	EIF4E	Macrophages	0.00089672
TIGIT	NELFE	Macrophages	0.00019444
TIGIT	RNF4	Macrophages	0.00034574
TIMM10	GUSB	Macrophages	2.5816e-05
TIMM10	NPTN	Macrophages	6.2948e-05
TIMM13	CASP3	CD8_exhausted	-3.7329e-05
TIMM13	MRPL4	CD8_exhausted	-0.00031062
TIMM13	NAGK	Macrophages	0.00024558
TIMM13	ZFC3H1	Macrophages	0.00036997
TIMM17A	ACAP2	Macrophages	0.00038817
TIMM17A	CANT1	Macrophages	1.5977e-06
TIMM17A	MAPRE1	Macrophages	0.0035931
TIMM17A	SPCS3	Macrophages	0.010526
TIMM17A	STAG2	CD8_exhausted	-0.020669
TIMM17A	TRAPPC4	CD8_exhausted	-0.0004907
TIMM17B	CLINT1	Macrophages	0.043208
TIMM17B	CNTRL	CD8_exhausted	-1.5943e-05
TIMM17B	NSMCE3	CD8_exhausted	-0.016187
TIMM17B	OXSR1	CD8_exhausted	-0.027873
TIMM17B	PARP14	Macrophages	0.011551
TIMM17B	SLC5A3	Macrophages	0.0015963
TIMM17B	UPF2	Macrophages	0.00012758
TIMM23	CD164	CD8_exhausted	-0.041244
TIMM23	SLC25A6	CD8_exhausted	-0.0058237
TIMM50	POGLUT1	CD8_exhausted	-0.00020692
TIMM50	POLR2I	CD8_exhausted	-2.6006e-05
TIMM50	ZNF394	Macrophages	0.029287
TIMM8B	DAXX	CD8_exhausted	-0.00016384
TIMM8B	ELF2	CD8_exhausted	-0.0030806
TIMM8B	MT-CO3	CD8_exhausted	-6.0673e-05
TIMM8B	NCOA4	Macrophages	0.00030897
TIMM8B	POLR3E	Macrophages	1.9961e-06
TIMM8B	TADA3	CD8_exhausted	-0.015614
TIMM8B	TBK1	Macrophages	9.9782e-05
TIMM8B	ZBTB1	Macrophages	0.0072292
TIMMDC1	ACTR2	CD8_exhausted	-0.0019797
TIMMDC1	SF1	Macrophages	0.0015568
TIMP1	LAMP1	CD8_exhausted	-0.00013161
TINF2	GIT2	CD8_exhausted	-0.001519
TINF2	RAB11B	CD8_exhausted	-4.5282e-06
TINF2	SF3B4	CD8_exhausted	-2.0107e-05
TINF2	STX4	CD8_exhausted	-0.0027736
TINF2	TLN1	Macrophages	0.011524
TINF2	TWF2	CD8_exhausted	-0.010617
TINF2	UFM1	CD8_exhausted	-0.0006293
TIPARP	EMC4	Macrophages	0.028977
TIPARP	HLA-DMA	CD8_exhausted	-0.00014696
TIPARP	KAT6A	CD8_exhausted	-0.041996
TIPARP	PCID2	Macrophages	0.00032867
TIPARP	PPCS	CD8_exhausted	-0.0017313
TIPARP	RWDD1	CD8_exhausted	-0.0045438
TIPRL	MZT2A	CD8_exhausted	-5.4773e-06
TIPRL	PDCD6IP	Macrophages	0.0029683
TIPRL	PRKCSH	CD8_exhausted	-6.2569e-05
TIPRL	PRPF31	Macrophages	0.0012957
TKT	EIF4B	CD8_exhausted	-4.7211e-05
TKT	GRHPR	Macrophages	0.0015656
TKT	NABP1	Macrophages	6.8271e-07
TKT	RSBN1L	Macrophages	0.0022462
TLK1	MAZ	Macrophages	0.00011804
TLK1	SNRK	CD8_exhausted	-7.6153e-05
TLN1	ABCF2	CD8_exhausted	-0.0064769
TLN1	ATF7IP	Macrophages	0.001603
TLN1	DDX23	CD8_exhausted	-0.00017519
TLN1	DHPS	Macrophages	0.0023988
TLN1	EIF1B	CD8_exhausted	-0.0010565
TLN1	FKBP8	CD8_exhausted	-0.0043241
TLN1	GNPAT	CD8_exhausted	-0.0003328
TLN1	SAP30BP	CD8_exhausted	-0.0029047
TLN1	SNX2	Macrophages	0.013563
TLN1	THUMPD1	CD8_exhausted	-0.005037
TLN1	TINF2	Macrophages	0.011524
TM2D2	DIAPH1	Macrophages	0.00025716
TM2D2	TMED5	Macrophages	0.0026843
TM2D2	ZNF148	CD8_exhausted	-0.0004953
TM2D3	ARIH1	Macrophages	0.01912
TM2D3	C1ORF174	CD8_exhausted	-0.0072024
TM2D3	DOK2	CD8_exhausted	-0.00020452
TM2D3	HNRNPA3	CD8_exhausted	-0.00055003
TM2D3	METTL17	CD8_exhausted	-0.0024872
TM2D3	MFAP1	CD8_exhausted	-6.6269e-05
TM2D3	MTMR14	CD8_exhausted	-0.001131
TM2D3	NDUFA3	CD8_exhausted	-0.0041069
TM2D3	PRPF8	Macrophages	0.030245
TM2D3	RNF145	CD8_exhausted	-0.0012471
TM2D3	RPL36AL	CD8_exhausted	-0.00028575
TM2D3	SCP2	Macrophages	0.00041139
TM2D3	STAM	CD8_exhausted	-0.00011179
TM2D3	TBCC	Macrophages	0.0149
TM2D3	VIM-AS1	CD8_exhausted	-0.0062214
TM9SF1	CCDC69	CD8_exhausted	-0.00768
TM9SF1	GPCPD1	Macrophages	0.013938
TM9SF1	HDLBP	CD8_exhausted	-0.0029555
TM9SF1	RAB35	Macrophages	0.00023581
TM9SF1	UBE2B	Macrophages	0.00064963
TM9SF1	VPS37B	CD8_exhausted	-0.011554
TM9SF2	CAMLG	CD8_exhausted	-0.0076448
TM9SF2	CLK4	CD8_exhausted	-0.014341
TM9SF2	CNIH4	CD8_exhausted	-0.00034347
TM9SF2	DNAJC3	CD8_exhausted	-0.0015934
TM9SF2	EIF4A1	CD8_exhausted	-0.01461
TM9SF2	GPRIN3	Macrophages	0.0048513
TM9SF2	MPC1	Macrophages	0.0018174
TM9SF2	NT5C	Macrophages	0.0060017
TM9SF2	PJA2	Macrophages	0.021578
TM9SF2	PSMC1	CD8_exhausted	-0.0406
TM9SF2	TMEM243	CD8_exhausted	-0.0038482
TM9SF2	VPS4A	CD8_exhausted	-6.1935e-07
TM9SF2	WAS	CD8_exhausted	-3.9455e-05
TM9SF2	YTHDC1	Macrophages	0.021348
TM9SF3	ABHD14B	CD8_exhausted	-0.00845
TM9SF3	GALNT2	Macrophages	9.1806e-05
TM9SF3	SAR1B	CD8_exhausted	-0.021153
TM9SF3	SIGIRR	Macrophages	8.2458e-05
TM9SF3	TSPYL2	CD8_exhausted	-0.0099969
TM9SF3	UBE2K	CD8_exhausted	-0.0014607
TM9SF3	UQCR11	Macrophages	8.0908e-06
TMA7	TRIM11	Macrophages	0.002339
TMBIM1	C22ORF39	Macrophages	0.0021913
TMBIM1	CALM2	CD8_exhausted	-0.00096203
TMBIM1	CYTH2	Macrophages	0.00011729
TMBIM1	RPL7	Macrophages	0.0018014
TMBIM1	RTFDC1	CD8_exhausted	-0.00061137
TMBIM1	TMEM14B	Macrophages	4.2063e-05
TMBIM1	TOMM7	CD8_exhausted	-0.0057865
TMBIM6	CNOT2	Macrophages	0.00011459
TMBIM6	MSN	CD8_exhausted	-0.0024961
TMBIM6	PPP1R12A	Macrophages	1.8291e-05
TMBIM6	SLC35B1	Macrophages	0.00072039
TMC6	DSCR3	CD8_exhausted	-0.0072774
TMC6	FAM60A	CD8_exhausted	-0.0069855
TMC6	FUBP1	Macrophages	0.0076809
TMC6	GOLPH3	Macrophages	0.019773
TMC6	LUC7L	CD8_exhausted	-0.028875
TMC6	PRKDC	CD8_exhausted	-0.00056146
TMC6	PRPF31	Macrophages	0.00051799
TMC6	PSMC6	Macrophages	7.0487e-05
TMC6	TMEM160	Macrophages	9.4096e-05
TMC6	VEZF1	Macrophages	0.00040507
TMCO1	BAZ2A	CD8_exhausted	-6.5209e-05
TMCO1	C22ORF39	CD8_exhausted	-4.5176e-05
TMCO1	CHD1	CD8_exhausted	-0.0028147
TMCO1	DPH3	Macrophages	0.0022839
TMCO1	NDUFA8	Macrophages	0.018232
TMCO1	PEBP1	CD8_exhausted	-0.00084717
TMCO1	RBM10	CD8_exhausted	-0.0032292
TMCO1	SDHD	CD8_exhausted	-1.5828e-05
TMED10	FTSJ1	Macrophages	0.0013576
TMED10	HM13	CD8_exhausted	-0.014224
TMED10	NUTF2	Macrophages	0.00032271
TMED10	PPP4R3B	Macrophages	0.00011171
TMED10	PSMC2	Macrophages	3.0277e-06
TMED10	RPL22L1	Macrophages	5.7506e-05
